,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
38640,00066,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2493.30592123,488233.627241,5115.91348338,1508694.82034,0.138627210514,0.00399543688393,4.91360801468,1802.95816886,20.7772308904,22.2064808252,-57.6117829841,3767.12002475,96.6793167125,647.493841762,-24.3627223794,495.068543961,40.0665409023,210.449712221,-17.2371644928,161.072962239,27.8364111516,96.5210437693,-13.3398514475,137.976186844,23.1929861244,81.9295202567,-16.547205791,65.5296809498,19.4341943097,71.8384094445,-15.4882001666,72.3910226281,11.8413488765,72.4160355511,-10.5869666247,76.1019735591
38680,00067,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2542.16344146,259267.073694,5183.11710801,895113.423718,0.143348019622,0.00280952729039,-1.2770275857,2118.44522007,19.8216404338,21.2691837862,-103.673943191,1860.33077956,92.4559609796,398.83939684,-27.248070447,285.29234371,39.2156711152,188.059981399,-23.0636774939,86.9298552603,20.6688954258,86.0525016506,-17.7642867791,61.9511017023,18.9481598522,43.1379205898,-15.1909747658,57.7127927363,16.4114593725,46.7649179467,-14.6533622111,44.4120413209,12.251210829,50.1711836014,-14.9584013005,52.2082383854
38720,00068,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2956.15383882,520558.460612,6130.94527843,1209366.9645,0.162584029797,0.00554173177441,1.33822440193,1765.70660436,23.0236658398,24.4337310039,-93.2913767502,1932.24106965,77.8458822014,451.814626354,-8.7942523679,385.36523049,42.0654335591,167.838079184,-11.2410741729,75.9760804035,24.2395427182,117.31100993,-17.8965208925,68.0205209754,22.2286925552,55.9570344598,-16.0489205353,54.1157913678,16.6745218598,50.3228788631,-15.6658461045,42.0002087124,15.409583985,47.606128113,-18.1287488301,43.345761457
38760,00069,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1931.32920284,188882.215337,4514.77822947,710374.309222,0.0836293301841,0.0012802135021,2.1847532941,2565.95848366,20.1980891999,11.441609583,-118.284087664,1494.81103374,114.23487379,309.656555617,-6.80641029201,269.554171363,37.3947796315,130.477174775,-17.4425333325,90.8106124492,28.3421590893,97.5949915788,-23.727780143,72.8271748194,9.28156524435,56.7069811889,-10.4387741251,51.3051303396,12.617478561,44.2784355394,-5.15411381327,40.1234960151,12.2544682719,32.3416566761,-3.86983239505,27.0390252016
38800,00070,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2449.05294922,212915.155976,5186.66424419,867491.019585,0.134494231468,0.00151535420111,2.78557682303,1862.76381405,17.5352381374,11.7386560845,-81.7051379011,1649.92334854,97.6374189069,324.208453235,-27.5145283544,288.68023334,36.6559475867,151.514663346,-17.2294639825,115.147032462,30.8089219805,74.7624089367,-15.9603852291,98.5148541692,20.9736934619,47.2991694155,-16.2395604443,53.3620263116,17.435481036,66.8005484512,-13.3505856761,46.1526391072,15.0880661885,37.1610631459,-10.3873688736,31.5944944024
38840,00071,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2809.02352639,359180.507312,6001.74605968,725595.018641,0.155833636143,0.00468292347507,1.13039264374,1957.15903447,20.8269717554,33.2958540463,-105.494773979,1589.60168695,79.2432894169,316.986419305,-15.1732916066,364.782411718,40.8436753125,136.036738391,-12.2651576708,130.790855407,23.5860404436,119.019902748,-19.9161048734,84.8348470788,27.3082135523,77.8085771462,-16.5322597026,92.8068777869,21.5510957054,72.8800181039,-11.669617454,44.6804052576,13.9888132552,44.9361412609,-10.7748180308,42.5788935285
38880,00072,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2902.79890842,455115.742374,5470.76898619,1129111.17886,0.184027146923,0.00595080255567,-4.71825415635,2564.37341202,17.5123524207,12.5040934908,-128.526444516,4181.87707973,67.289615334,595.934699947,-36.8784702323,541.836683319,40.9250664559,441.739105616,-21.7152275667,281.77021591,23.2156440568,222.953192862,-13.2239194668,147.142681561,13.0899064008,202.756801337,-14.0049114735,114.93806587,17.7994890384,92.8049698438,-15.1857731248,81.5005713128,16.3512911398,94.1366480166,-10.4735700782,67.6843419642
38920,00073,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2845.56382597,314592.143774,5924.16810501,757455.536088,0.176111312984,0.00450580629361,-0.754944156771,1963.49295695,19.0351676602,12.3237022806,-95.2247579393,3055.21233188,82.321685295,438.503662192,-26.2003986671,236.221422409,37.5381508597,182.112366772,-16.3305207617,132.133528899,25.3193653831,67.6814088781,-21.7623258426,78.6960277024,21.8352486101,60.0543080602,-20.064805006,44.9585537834,16.2919032526,50.3217739725,-16.1027434182,42.4409019032,14.4679440463,33.9104907232,-11.9030198501,33.9256140528
38960,00074,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2650.23707574,265693.582177,5546.99485601,750040.900011,0.151272559351,0.00294417365584,2.61104608579,1339.47309552,20.3437467809,25.9540950838,-40.6760434762,1786.05946559,86.7396923447,321.309540887,-26.9916793711,367.478368173,34.931457376,134.111642296,-20.0510113214,132.692216034,21.6489831092,117.94484127,-23.9683923126,85.9572451737,19.2549084746,75.6856455398,-17.5323646327,92.5738863771,18.0182811459,75.4473892742,-16.0201801938,45.7764215187,12.454167152,46.6891905317,-13.8642191794,41.0123335442
39000,00075,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2690.332534,218768.223955,5775.64742687,618062.684488,0.129890004239,0.00187952032757,2.79613450795,1872.84219577,23.5473982942,19.1289126767,-91.8803096468,1467.36010596,86.3091110419,264.296162485,-17.3290692162,264.051492716,43.1266362148,114.058716428,-18.3614138396,107.537821147,34.0487334632,63.6971399566,-18.4362042116,81.17129845,26.8075184483,57.1203635889,-13.5340830469,66.2367301718,20.209211342,68.3176104916,-14.6522591147,58.579983,12.6409556664,53.1286701319,-12.5990784977,51.7765931472
39040,00076,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2252.5887558,227420.718064,4560.91603834,1108253.23965,0.12189543968,0.00161237541826,-3.74440884136,2280.55268943,18.0060466567,16.5639310758,-95.7788887333,3000.37990283,103.35770302,373.220922756,-36.3831599474,424.823025542,27.1944399185,236.70836189,-22.8789597813,196.242271073,10.0272460069,217.32662476,-24.6553385954,115.846517726,15.7083724665,88.8918223279,-20.1555790788,73.610960982,18.770204179,68.6236840065,-18.5924254394,58.705457147,9.86389411592,71.6098663325,-15.1548230686,73.9386869675
39080,00077,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2307.95961985,369757.579993,4942.53781341,1508311.94459,0.117469491885,0.00286947160692,5.57441433877,1660.14181705,22.9970550195,28.7472694253,-56.9285383249,2770.25612637,97.0518843857,546.335691656,-17.8526481973,355.406862188,44.9136890154,153.144602997,-6.92606006878,93.0227416152,23.8210907793,114.113840382,-23.2966796056,82.0180343737,25.9871919737,46.8266820534,-10.4687149788,95.433286169,10.4540982575,64.8589324038,-15.1995986237,67.4323800033,10.0373711005,61.3779078047,-9.12569930898,72.2752544244
39120,00078,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2219.0513615,327061.176413,4879.80775345,1916438.40133,0.0961232739826,0.00215745173383,-5.11754122721,4123.65176278,19.196950586,14.2787033103,-182.041495381,4585.93186049,103.419509135,404.978810697,-18.2782344589,359.703945655,31.2123496916,357.812942264,-12.5497718144,139.936170268,18.8133932344,189.448501116,-12.8662852408,119.766968626,19.3729948903,104.933680975,-17.7176474724,69.7298184494,18.4995586398,95.1908001165,-14.315402504,63.8819886092,11.5427379381,72.5326699577,-11.6197426114,59.4517542944
39160,00079,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2293.43692732,429586.584995,5040.54727244,1788944.10652,0.0998588148014,0.00290432943818,-0.593925616096,3326.47176788,24.3321988021,24.796554707,-154.556774694,4186.28039219,97.8977843872,573.484706151,-10.3333668006,278.050842288,39.1110142411,129.92047505,-11.23124826,116.250128528,24.1433741323,127.782461108,-11.8469065734,74.2580016015,24.2043725651,84.7059764362,-13.4784713071,67.4167764724,20.555579016,68.9078028565,-8.34812375764,61.8979943849,5.84913388967,63.3910999259,-9.68739984753,70.9547790756
39200,00080,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2138.79863503,561707.278616,4946.46887491,2374620.60328,0.0846062711967,0.00243947273149,-6.20480693316,5166.99289699,21.9646887272,12.7082173916,-219.875795443,3284.93419597,94.8540925442,603.118010238,12.2155424455,471.779076106,48.8626628664,270.492709568,-7.17702403447,138.861956397,16.5476285091,298.424993993,-15.0804833176,121.102290192,21.7188471683,68.6316910812,-20.0055332769,106.616992942,13.2342566285,97.2626875833,-15.6901019477,79.4560739036,5.0358311546,72.2249467896,-15.3024134281,73.5209762581
39240,00081,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2291.57276569,615798.580442,4738.68181096,2183483.40245,0.116340767321,0.00461061607021,-6.9191008245,4944.03294274,22.1333884773,31.6738797056,-193.342246867,12979.267692,89.2141660201,1257.58067779,-20.0211187068,426.30676046,38.7194610652,273.809892616,-2.68310668434,185.559372999,17.0396418193,239.009110179,-7.94730735263,178.139966565,16.0748736233,109.055000009,-16.7608373324,143.732986311,7.71121459369,102.559419595,-15.6863791638,118.744411733,9.04316027889,127.626664813,-11.3098320124,97.7122810055
39280,00082,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2576.88187184,849842.189011,5418.99749046,2706586.51875,0.138176402011,0.00602063850287,5.00594136622,1817.91649252,17.319165619,21.6176701577,-63.6646368726,4328.24449359,94.4632324356,1116.49173363,-13.4039826368,376.184182553,32.7884783445,208.548362352,-13.6731125609,340.594021945,26.7756600309,170.779622916,-19.3870028041,223.066878308,24.655426352,101.737444553,-11.6688560862,124.872030726,13.7267419335,107.358943508,-9.43497336038,87.1316165173,8.85805594869,68.2314389315,-4.95779296349,69.9219982493
39320,00083,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1960.18678148,463368.471773,4354.78152253,2338608.55404,0.0900920542636,0.00293210318037,-1.27846383197,3901.53838993,18.1883320404,23.6425232105,-167.200962683,3404.94645976,112.451593365,764.058950396,-4.56993533707,695.696028181,37.0993070306,530.498006726,-8.62132063681,242.949932575,27.8489663068,190.303859922,-14.7286274245,116.020260396,18.5213656319,105.251630352,-16.5169588588,106.335467517,13.7699168584,87.1714946429,-13.3225562826,72.6850032985,10.2298134567,60.1706680018,-11.5806312424,77.8570567926
39360,00084,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2454.92402319,570936.394932,4726.38785429,1394270.91737,0.151422071827,0.00673914042583,-6.84450464992,4777.19371692,17.3240027209,35.1471332134,-196.954699059,9024.78260263,83.4016463259,1094.518934,-38.5165851664,763.722198283,43.771149874,321.03199912,-7.29698078513,162.361108779,25.6808822414,115.809033561,-8.64040363675,83.5916510089,13.4264763407,116.170699966,-12.1566342941,75.2258783835,12.1722442487,76.4932717139,-12.0681680146,69.7731466418,10.6344078563,47.9431179055,-2.43189637968,86.4066629157
39400,00085,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3000.4327344,825376.015619,6573.32740961,800761.613704,0.158441587936,0.00960381868747,-1.63183379552,3490.03046095,19.253652287,26.2250274226,-166.61446767,5405.31451606,67.7861584452,1007.269164,11.1432303085,673.191625494,37.3983261468,418.27200509,-10.9453214565,219.548346675,27.397840075,184.945289324,-18.9280048458,147.742608662,27.2993450597,74.4097565476,-15.8313063797,103.284249446,20.5690536258,79.2924975663,-8.61798889857,99.1307286106,14.1847927905,83.1934131389,-6.05549654325,71.4401007769
39440,00086,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1867.2152705,412329.188023,3803.50648392,1433214.00087,0.0943465358527,0.0021101435196,3.70504190434,2739.71494959,23.3103152553,24.8737065938,-95.9538097408,3557.73267524,122.07901698,852.507631109,-29.3041140134,815.555856856,50.3237167059,207.767036723,-11.9462566643,212.070290237,28.4778606075,166.912332966,-7.05486756467,128.663463454,11.8575234413,114.211747258,-8.63085879229,88.5316247047,11.5782368011,66.1040736424,-18.4061083752,59.2252888651,6.84400987235,94.4900824148,-11.6988045009,54.241825242
39480,00087,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2138.18559039,333443.257216,4523.45828034,1607466.64454,0.100232028222,0.00250551299646,1.731161686,2324.55642404,25.9015698879,27.1916866644,-100.433086905,1472.50444915,110.071549671,522.11859759,-26.6513927824,249.168938261,36.8037246572,179.256535363,-10.4193561751,111.796086172,28.7646432706,143.047091551,-14.8276009925,98.5460175222,21.2955410394,61.9231043182,-19.6724562636,57.2915583496,18.5490801765,58.4712051449,-16.372122252,55.5774538103,9.17857717878,58.9361987254,-13.7819987053,39.5587983447
39520,00088,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2238.89195172,161253.381676,4385.06989235,567787.189413,0.131451368702,0.00144262901601,2.7919670696,2181.29476232,22.0252998872,20.7135990967,-97.864677573,1428.21368357,100.9932727,380.691923243,-40.5440993288,144.165742008,51.0527371275,124.45378721,-11.7138042108,66.1576080776,25.0538185281,88.3639204454,-14.0465237252,47.7666060658,17.1917946446,53.7844994305,-9.62973162674,43.4117677634,16.9624137078,49.5851944947,-7.1795881545,51.6099757541,11.7259816653,41.7520044326,-5.70602184907,51.0403423742
39560,00089,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2129.65481229,327150.36979,4426.11651753,1696123.6061,0.111865234375,0.00166360132454,1.37077933915,2772.89452109,22.1053822594,22.0737742465,-114.992117998,2985.66627876,113.44857412,618.845873944,-29.7594653214,444.805793974,42.6005389462,133.563530274,-10.3563753875,110.871102362,26.998861268,83.8209296607,-14.4950335948,78.4956734346,21.2479366759,60.3460818124,-17.6643069911,73.1080425705,17.1098100261,46.7628302383,-13.4911424713,65.4574164064,8.6136388779,39.6441725095,-11.4407867405,46.8261753429
39600,00090,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2574.70428412,434136.527398,5460.16930868,1471237.93213,0.146111918605,0.00422193346355,0.319931467082,2458.08542263,20.2117999842,30.6777581074,-125.795261935,1857.58319307,88.52829281,585.613869586,-16.6647844588,351.938993866,42.8059979413,206.731099728,-9.9034418263,120.546682469,29.2110788261,101.434480776,-19.2958666884,91.6130241635,20.4455300378,68.8903837616,-16.5044959337,64.8985406845,15.0092218025,56.0963944051,-8.74379216564,53.2980370525,12.804915717,45.1039002866,-7.73828505459,41.22606557
39640,00091,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2035.12276023,615954.866345,4199.14153343,2690398.1157,0.09147476078,0.00305100551943,3.64126364399,2954.3676343,20.8642927641,20.0012231161,-117.210110791,8428.87944129,98.5396448736,944.962896658,-19.0287895626,822.684937096,44.8022113054,184.047959086,3.84791680792,166.081688637,28.4099996535,130.093394844,-1.02747253079,130.826314104,14.6434215329,116.465093761,-7.68903317281,103.094091256,9.70984372422,121.422575813,-10.0765070479,97.8416498369,6.303702256,92.4424440677,-3.8883996768,75.4818752088
39680,00092,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2459.39258257,434211.760867,5271.77881995,1825944.12395,0.117589480378,0.00243582793952,2.27085102396,2557.5411487,17.2966036427,13.0969937808,-123.698777913,2649.63177014,89.7624401279,636.328964428,-1.82089761142,596.727237793,51.1560635954,204.819795682,-16.2759162567,129.327135015,28.2910613355,122.731050519,-12.5200606338,82.1015713917,19.0252070423,72.8217626497,-13.2749244702,68.1677559086,18.5323253772,68.0417295125,-13.7778236477,55.6227518053,12.8732556613,44.2170282813,-8.75088929511,69.7945657149
39720,00093,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2462.0647587,490827.399112,5021.27589026,1888832.08183,0.137100290698,0.00376964952659,2.71644328409,2019.38868704,19.081543954,25.4008427139,-85.9591486304,3448.93435673,87.4975392237,720.455942821,-20.1368819012,294.889153862,54.0269770854,191.479593758,-1.06198489634,189.719093253,19.5559761069,107.108833481,-4.10894437733,158.319176042,21.0149470512,72.2129696523,-19.5931222477,125.50065488,12.3945585568,128.861837877,-21.9963534244,94.433194452,9.61778973266,105.538268408,-15.9375895861,131.385657406
39760,00094,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2209.50147791,298262.781559,5078.42234057,1181928.97622,0.0936678627665,0.00120712518635,2.12269249699,2771.56271468,21.713190801,15.2182368711,-129.973430742,2050.07577943,102.456456511,556.668679891,-4.44360002641,122.079150386,50.0682782605,114.451819841,-15.5583867196,54.5528535075,32.1319154122,63.759610252,-18.2047450512,69.8334657336,24.2898417432,49.95327797,-11.9218151376,46.2877703094,13.7656794884,51.6042114849,-12.9056280627,35.4635421112,7.27455942653,38.3724711562,-9.38412264151,83.6997587081
39800,00095,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2487.51898913,575122.214593,5010.72628997,2021161.70551,0.118006979772,0.00445386596285,-1.08687890021,3507.3918727,23.2450884763,14.925353358,-159.919484884,5288.88078317,82.0416338356,838.831645893,-16.6657513184,651.01864219,52.5995257935,253.317619971,-4.38816831429,239.883882343,22.970007993,237.555181206,-8.20390171354,129.797766048,23.3568629577,115.263461353,-5.54439119584,105.09544744,17.706862215,120.706470696,-15.3661976837,106.956055561,10.8201956716,63.9782615429,-13.5366190593,70.20309039
39840,00096,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2481.41483416,370638.260839,4956.08370049,824486.459854,0.134301190044,0.00338812168684,1.12506156976,2958.62951936,23.5202283303,21.1365110211,-133.912345451,2785.98000634,93.4664835696,591.880167037,-24.1843140123,391.28831205,61.4607585929,164.700589743,-22.8383911968,123.529104624,30.9525769307,165.629663112,-14.9518470181,76.1532550118,20.2459744375,81.0210861921,-9.28616181164,80.726696811,15.777734695,62.6314226541,-8.7434303681,97.1858619946,11.9458005351,59.8769938645,-5.30703849613,71.6343748879
39880,00097,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2825.5858496,315971.780868,6233.79553507,1007989.62171,0.120414319889,0.00229189734241,1.45912853998,2102.02489379,24.3983487898,20.4175673009,-116.966419446,2786.8591447,75.7915342874,294.692428405,-4.2012568245,138.552699348,37.2732381684,148.844256404,-5.3601909952,88.6954673905,31.3826266338,77.5971247835,-12.1726396304,61.0451909363,22.900785334,77.1121172508,-11.4444442122,50.5252730882,14.6432318679,56.7493814472,-13.0550476419,55.0654226555,13.4431731178,62.9974661135,-13.2659196394,64.0632203408
39920,00098,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2417.54706809,353628.074873,5384.3690952,1415671.27277,0.112626423207,0.00269473983751,1.23144319519,2051.60353116,24.2665248683,21.8783440376,-91.4978039534,1842.0644087,99.4774078339,425.560043497,-9.01253015352,268.38115725,40.1948432795,204.07799225,-18.0603025132,144.707136603,22.6038642292,121.602654771,-21.9798037418,117.219517224,15.7764321786,93.9079788329,-25.6897936153,63.3429495281,17.6941083981,57.5406577827,-13.6690212648,53.4089530061,15.6501817049,71.9743360862,-15.4788208446,48.7900940986
39960,00099,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2417.54706809,353628.074873,5384.3690952,1415671.27277,0.112626423207,0.00269473983751,1.23144319519,2051.60353116,24.2665248683,21.8783440376,-91.4978039534,1842.0644087,99.4774078339,425.560043497,-9.01253015352,268.38115725,40.1948432795,204.07799225,-18.0603025132,144.707136603,22.6038642292,121.602654771,-21.9798037418,117.219517224,15.7764321786,93.9079788329,-25.6897936153,63.3429495281,17.6941083981,57.5406577827,-13.6690212648,53.4089530061,15.6501817049,71.9743360862,-15.4788208446,48.7900940986
